year,country,continent,industry,enscore,enero91v,ccii,gwe,gwghg
2020,uk,europe,services,79.300003,143.44,1.1596375,0.76565129,1.1072915
2020,uk,europe,services,84.889999,132.82001,1.1596375,0.76565129,1.1072915
2021,uk,europe,services,84.889999,132.82001,1.7636677,2.3188107,1.6635499
2021,uk,europe,services,82.519997,145.25,1.7636677,2.3188107,1.6635499
2022,uk,europe,services,82.519997,145.25,1.7648858,1.9270726,1.7172507
2018,uk,europe,services,,,-0.1853485,,
2019,uk,europe,services,,,-0.26089746,,
2020,uk,europe,services,,,-0.64495683,,
2011,uk,europe,services,,,0.10894404,,
2012,uk,europe,services,,,0.23965272,,
2017,uk,europe,services,,,0.40931293,,
2018,uk,europe,services,26.67,,-0.35345227,,
2019,uk,europe,services,27.780001,,,0.23862632,
2020,uk,europe,services,29.059999,,,0.14629163,
2021,uk,europe,services,39.299999,,,-1.0848228,
2022,uk,europe,services,45.830002,,,-1.2000415,
2011,uk,europe,retail,97.120003,35.950001,1.7843049,-0.39295441,
2012,uk,europe,retail,97.120003,35.950001,1.9721909,2.3175097,6.7577548
2012,uk,europe,retail,95.699997,555.60999,1.9721909,2.3175097,6.7577548
2013,uk,europe,retail,95.699997,555.60999,1.6022571,1.5268146,-0.48703361
2013,uk,europe,retail,96.559998,33,1.6022571,1.5268146,-0.48703361
2014,uk,europe,retail,96.559998,33,2.0703192,2.0804799,1.9838169
2014,uk,europe,retail,96.360001,38.599998,2.0703192,2.0804799,1.9838169
2015,uk,europe,retail,96.360001,38.599998,0.9462536,1.1818225,0.72294295
2015,uk,europe,retail,95.739998,37.709999,0.9462536,1.1818225,0.72294295
2016,uk,europe,retail,95.739998,37.709999,1.2352936,2.731003,1.1363631
2016,uk,europe,retail,84.019997,39.470001,1.2352936,2.731003,1.1363631
2017,uk,europe,retail,84.019997,39.470001,0.45960706,0.6746667,0.48390004
2017,uk,europe,retail,83.940002,31.41,0.45960706,0.6746667,0.48390004
2018,uk,europe,retail,83.940002,31.41,0.50252247,0.97466499,0.3803499
2018,uk,europe,retail,83.5,29.209999,0.50252247,0.97466499,0.3803499
2019,uk,europe,retail,83.5,29.209999,0.55638373,1.1933898,0.3531501
2019,uk,europe,retail,81.07,29.25,0.55638373,1.1933898,0.3531501
2020,uk,europe,retail,81.07,29.25,0.045467552,0.73001009,0.014866918
2020,uk,europe,retail,78.199997,25.950001,0.045467552,0.73001009,0.014866918
2021,uk,europe,retail,78.199997,25.950001,0.57248235,2.0728934,
2021,uk,europe,retail,66.110001,,0.57248235,2.0728934,
2022,uk,europe,retail,66.110001,,0.60962379,0.76782364,
2011,uk,europe,services,81.559998,20.67,0.76118106,-0.30694988,
2012,uk,europe,services,78.559998,22.4,1.1741644,1.6643257,1.2023784
2013,uk,europe,services,79.57,19.360001,1.2833509,1.2081671,1.221903
2014,uk,europe,services,79.25,22.9,0.67100036,0.80998486,0.63232106
2015,uk,europe,services,82.830002,13.45,0.58667791,0.54460377,0.48825049
2016,uk,europe,services,76.459999,13.7,0.50978136,1.5574741,0.55831975
2017,uk,europe,services,78.68,10.97,0.60840905,0.61112988,0.58902127
2018,uk,europe,services,87.480003,36.740002,0.53125906,-0.07363198,0.6818974
2019,uk,europe,services,94.879997,9.4200001,0.57424164,0.15441963,0.41383398
2020,uk,europe,services,94.43,6.6700001,0.93406314,1.297218,0.88395917
2021,uk,europe,services,94.639999,24.879999,1.7636677,1.9832745,1.6666534
2022,uk,europe,services,95.360001,23.690001,1.0324446,1.0444317,0.98460466
2018,uk,europe,services,0,,,,
2019,uk,europe,services,2.3099999,,,0.11300819,
2020,uk,europe,services,0,,,0.59631419,
2011,uk,europe,materials,0,,-2.1569669,,
2012,uk,europe,materials,27.41,,,-2.5065126,
2013,uk,europe,materials,31.27,,,-0.63134801,
2014,uk,europe,materials,13.83,,,2.0801454,
2015,uk,europe,materials,29.200001,,,-1.5690175,
2016,uk,europe,materials,38.02,,,-1.0653696,
2017,uk,europe,materials,43.169998,,,-0.24898314,
2018,uk,europe,materials,42.369999,,,0.4073891,
2019,uk,europe,materials,75.339996,,,-3.6473413,
2020,uk,europe,materials,66.839996,,-1.5867864,-0.10905929,
2021,uk,europe,materials,,,-0.10426743,,
2011,uk,europe,services,58.259998,,,,
2012,uk,europe,services,66.209999,,,-0.72987294,
2013,uk,europe,services,70.5,58.66,-0.58290964,-1.1462166,
2014,uk,europe,services,75.050003,62.349998,-0.55336088,-0.84952539,-0.58996379
2015,uk,europe,services,67.040001,63.099998,-0.60514683,0.49003875,-0.60544503
2016,uk,europe,services,65.349998,62.790001,-0.31447875,0.17275198,-0.26629293
2017,uk,europe,services,65.309998,50.630001,-0.58616769,-0.36648968,-0.63231862
2018,uk,europe,services,64.110001,54.119999,1.2390281,1.6567094,1.245201
2019,uk,europe,services,69.610001,,0.57424164,0.353315,
2020,uk,europe,services,70.589996,70.110001,0.031765997,0.21566397,
2021,uk,europe,services,65.900002,61.439999,,0.85686535,-0.1114473
2022,uk,europe,services,65.379997,58.48,-0.22316866,0.047495808,-0.27131346
2011,uk,europe,services,49.099998,90.589996,0.76118106,-1.4608027,
2012,uk,europe,services,49.099998,90.589996,1.1741644,1.3300698,1.1963543
2011,uk,europe,apparel,57.740002,13.27,0.10755617,,
2012,uk,europe,apparel,57.740002,13.27,0.76209593,1.2469805,1.3784952
2012,uk,europe,apparel,54.310001,106.08,0.76209593,1.2469805,1.3784952
2013,uk,europe,apparel,54.310001,106.08,0.15978265,0.29870427,
2013,uk,europe,apparel,57.790001,,0.15978265,0.29870427,
2014,uk,europe,apparel,57.790001,,0.97379577,1.0897713,
2014,uk,europe,apparel,60.349998,,0.97379577,1.0897713,
2015,uk,europe,apparel,60.349998,,1.3016826,2.0962861,
2015,uk,europe,apparel,55.290001,,1.3016826,2.0962861,
2016,uk,europe,apparel,55.290001,,0.60263342,0.81872225,
2016,uk,europe,apparel,56.299999,,0.60263342,0.81872225,
2017,uk,europe,apparel,56.299999,,0.20352142,-0.33163711,
2017,uk,europe,apparel,59.150002,,0.20352142,-0.33163711,
2018,uk,europe,apparel,59.150002,,0.55958831,1.1987648,
2018,uk,europe,apparel,59.599998,221.75999,0.55958831,1.1987648,
2019,uk,europe,apparel,59.599998,221.75999,0.84801269,0.15721671,
2019,uk,europe,apparel,69.169998,,0.84801269,0.15721671,
2020,uk,europe,apparel,69.169998,,0.73090965,-1.9087001,
2020,uk,europe,apparel,88.339996,,0.73090965,-1.9087001,
2021,uk,europe,apparel,88.339996,,1.3273915,1.0598667,
2021,uk,europe,apparel,90.639999,145.99001,1.3273915,1.0598667,
2022,uk,europe,apparel,90.639999,145.99001,0.71954411,1.0204631,0.53297448
2011,uk,europe,services,,,0.76118106,,
2012,uk,europe,services,,,0.052750375,,
2013,uk,europe,services,,,0.66126412,,
2015,uk,europe,services,,,1.0450721,,
2011,uk,europe,retail,66.550003,38.82,,-0.54751807,0.38692293
2012,uk,europe,retail,66.550003,38.82,,0.28496337,-0.066275574
2012,uk,europe,retail,65.739998,38,,0.28496337,-0.066275574
2013,uk,europe,retail,65.739998,38,,-0.32055187,-0.20466417
2013,uk,europe,retail,68.419998,30.16,,-0.32055187,-0.20466417
2014,uk,europe,retail,68.419998,30.16,-0.43757135,-0.51488507,-0.57606792
2014,uk,europe,retail,69.199997,32.849998,-0.43757135,-0.51488507,-0.57606792
2015,uk,europe,retail,69.199997,32.849998,,0.045577455,-0.2215011
2015,uk,europe,retail,70.860001,32.119999,,0.045577455,-0.2215011
2016,uk,europe,retail,70.860001,32.119999,,1.1120359,-0.092872813
2016,uk,europe,retail,62.450001,35.330002,,1.1120359,-0.092872813
2017,uk,europe,retail,62.450001,35.330002,,0.23671651,0.040000077
2017,uk,europe,retail,62.130001,31.32,,0.23671651,0.040000077
2018,uk,europe,retail,62.130001,31.32,,-0.24414693,-0.12209468
2018,uk,europe,retail,68.18,29.15,,-0.24414693,-0.12209468
2019,uk,europe,retail,68.18,29.15,0.73019296,-0.47612694,0.53147817
2019,uk,europe,retail,85.080002,30.709999,0.73019296,-0.47612694,0.53147817
2020,uk,europe,retail,85.080002,30.709999,1.1487243,2.16748,1.1290252
2020,uk,europe,retail,79.360001,30.57,1.1487243,2.16748,1.1290252
2021,uk,europe,retail,79.360001,30.57,1.6580681,1.8005395,2.0254421
2021,uk,europe,retail,79.18,353.63,1.6580681,1.8005395,2.0254421
2022,uk,europe,retail,79.18,353.63,0.01594946,0.46908838,-0.044539571
2022,uk,europe,retail,77.260002,353.53,0.01594946,0.46908838,-0.044539571
2011,uk,europe,power generation,,,0.42669246,,
2012,uk,europe,power generation,,,0.44100225,,
2013,uk,europe,power generation,,,,,
2014,uk,europe,power generation,,,,,
2015,uk,europe,power generation,,,,,
2016,uk,europe,power generation,,,,,
2017,uk,europe,power generation,,,,,
2018,uk,europe,power generation,,,,,
2019,uk,europe,power generation,,,,,
2020,uk,europe,power generation,,,,,
2021,uk,europe,power generation,,,,,
2022,uk,europe,power generation,,,,,
2011,uk,europe,retail,30.299999,,,1.0175147,
2012,uk,europe,retail,30.299999,,,0.23944934,
2012,uk,europe,retail,29.950001,,,0.23944934,
2013,uk,europe,retail,29.950001,,,-3.170284,
2013,uk,europe,retail,53.790001,9.21,,-3.170284,
2014,uk,europe,retail,53.790001,9.21,,-0.27011445,-0.17548218
2014,uk,europe,retail,56.73,9.8299999,,-0.27011445,-0.17548218
2015,uk,europe,retail,56.73,9.8299999,-0.52990198,,
2015,uk,europe,retail,,,-0.52990198,,
2011,uk,europe,manufacturing,,,-1.3540703,,
2012,uk,europe,manufacturing,,,-0.91479844,,
2013,uk,europe,manufacturing,,,-1.3667543,,
2015,uk,europe,manufacturing,,,-1.5705997,,
2019,uk,europe,manufacturing,20.84,,,,
2020,uk,europe,manufacturing,24.4,5708.6602,,-0.11199591,
2021,uk,europe,manufacturing,24.5,5551.4302,0.00380979,0.2404085,-0.13496053
2022,uk,europe,manufacturing,27.629999,5970.6201,0.15004662,-0.093019463,0.31873822
2020,uk,europe,services,50.650002,90.519997,,,
2021,uk,europe,services,50.650002,90.519997,-0.33343402,-0.30760595,-0.4463203
2021,uk,europe,services,52.349998,79.169998,-0.33343402,-0.30760595,-0.4463203
2022,uk,europe,services,52.349998,79.169998,-0.013899778,0.74282783,-0.057029519
2022,uk,europe,services,49.5,105.33,-0.013899778,0.74282783,-0.057029519
2011,uk,europe,retail,86.120003,38.299999,1.2070739,-1.2043061,-1.3202631
2012,uk,europe,retail,86.120003,38.299999,1.4730561,1.7857237,1.4272887
2012,uk,europe,retail,85.029999,39.68,1.4730561,1.7857237,1.4272887
2013,uk,europe,retail,85.029999,39.68,1.4055606,1.1725478,1.2168589
2013,uk,europe,retail,87.059998,36.200001,1.4055606,1.1725478,1.2168589
2014,uk,europe,retail,87.059998,36.200001,1.2986606,1.371303,1.2082274
2014,uk,europe,retail,86.160004,41.580002,1.2986606,1.371303,1.2082274
2015,uk,europe,retail,86.160004,41.580002,1.7897711,2.107003,1.5637461
2015,uk,europe,retail,84.559998,40.450001,1.7897711,2.107003,1.5637461
2016,uk,europe,retail,84.559998,40.450001,1.2352936,1.3806112,1.622985
2016,uk,europe,retail,84.489998,158.69,1.2352936,1.3806112,1.622985
2017,uk,europe,retail,84.489998,158.69,1.6595664,1.8114603,
2017,uk,europe,retail,85.110001,,1.6595664,1.8114603,
2018,uk,europe,retail,85.110001,,1.4670957,2.3509116,
2018,uk,europe,retail,80.940002,,1.4670957,2.3509116,
2019,uk,europe,retail,80.940002,,1.4254298,1.8001935,
2019,uk,europe,retail,81.260002,1205.88,1.4254298,1.8001935,
2020,uk,europe,retail,81.260002,1205.88,1.590027,2.0834229,0.79348642
2020,uk,europe,retail,80.019997,980.56,1.590027,2.0834229,0.79348642
2021,uk,europe,retail,80.019997,980.56,1.4771371,1.9388554,1.8779157
2021,uk,europe,retail,77.040001,1320.7,1.4771371,1.9388554,1.8779157
2022,uk,europe,retail,77.040001,1320.7,1.4407679,1.9568886,1.3442203
2022,uk,europe,retail,74.709999,1310.48,1.4407679,1.9568886,1.3442203
2011,uk,europe,materials,80.849998,2389.4099,-0.38565531,-0.92028099,-0.062396605
2012,uk,europe,materials,80.849998,2389.4099,1.2490385,1.2265604,1.1379517
2012,uk,europe,materials,83.110001,2487.3301,1.2490385,1.2265604,1.1379517
2013,uk,europe,materials,83.110001,2487.3301,0.60919744,0.89424497,
2013,uk,europe,materials,81.239998,,0.60919744,0.89424497,
2014,uk,europe,materials,81.239998,,0.85939157,1.1331758,
2014,uk,europe,materials,80.019997,,0.85939157,1.1331758,
2015,uk,europe,materials,80.019997,,0.58051503,0.64418048,
2015,uk,europe,materials,80.889999,,0.58051503,0.64418048,
2016,uk,europe,materials,80.889999,,0.54743052,1.0371526,
2016,uk,europe,materials,78.169998,,0.54743052,1.0371526,
2017,uk,europe,materials,78.169998,,0.43487877,0.98987162,
2017,uk,europe,materials,76.489998,,0.43487877,0.98987162,
2018,uk,europe,materials,76.489998,,0.031349257,,
2018,uk,europe,materials,,,0.031349257,,
2019,uk,europe,materials,,,0.81699991,,
2011,uk,europe,services,55.080002,12.95,,-0.72969031,0.36805865
2012,uk,europe,services,38.860001,10.3,,1.9631157,0.012962247
2013,uk,europe,services,26.969999,,,1.8445685,
2014,uk,europe,services,24.74,,,0.30964869,
2015,uk,europe,services,26.02,,,0.18361153,
2016,uk,europe,services,23.700001,,,0.56267756,
2017,uk,europe,services,24.15,,,0.17263862,
2018,uk,europe,services,30.43,10.48,,-0.34720284,
2019,uk,europe,services,45.220001,206.86,,-1.1934203,0.40249011
2020,uk,europe,services,44.040001,206.74001,0.031765997,0.48642963,-0.017588679
2021,uk,europe,services,43.849998,154.41,0.54035836,0.81198621,0.40546823
2022,uk,europe,services,44.040001,187.92,0.61390686,0.73645771,0.57204294
2011,uk,europe,materials,46.52,,0.94282848,,
2012,uk,europe,materials,44.400002,122.95,1.0780586,1.4881877,
2013,uk,europe,materials,39.799999,,1.2646099,1.9862647,
2014,uk,europe,materials,41.619999,,1.3297009,1.2649318,
2015,uk,europe,materials,46.48,,1.1969531,0.81134915,
2016,uk,europe,materials,44.470001,,1.1734682,1.5675131,
2017,uk,europe,materials,51.779999,,2.0895944,1.5863523,
2018,uk,europe,materials,59.400002,,,-0.6081171,
2019,uk,europe,materials,50.860001,,,1.4585545,
2020,uk,europe,materials,73.260002,,,-2.4458477,
2021,uk,europe,materials,78.550003,,,-0.42638177,
2022,uk,europe,materials,72.970001,,,1.3606875,
2011,uk,europe,retail,70.839996,55.880001,0.82225335,0.38204068,
2012,uk,europe,retail,70.839996,55.880001,1.9721909,2.3689604,
2012,uk,europe,retail,68.900002,,1.9721909,2.3689604,
2013,uk,europe,retail,68.900002,,1.2088641,0.084299922,
2013,uk,europe,retail,77.550003,,1.2088641,0.084299922,
2014,uk,europe,retail,77.550003,,1.2986606,2.6994855,
2014,uk,europe,retail,61.77,,1.2986606,2.6994855,
2015,uk,europe,retail,61.77,,1.3680123,1.7885729,
2015,uk,europe,retail,58.93,,1.3680123,1.7885729,
2016,uk,europe,retail,58.93,,1.2352936,3.0694704,
2016,uk,europe,retail,44.290001,,1.2352936,3.0694704,
2017,uk,europe,retail,44.290001,,1.6595664,1.9197445,
2017,uk,europe,retail,43.709999,,1.6595664,1.9197445,
2018,uk,europe,retail,43.709999,,1.4670957,1.3929158,
2018,uk,europe,retail,48.220001,733.14001,1.4670957,1.3929158,
2019,uk,europe,retail,48.220001,733.14001,1.7730483,1.3134042,1.8921371
2019,uk,europe,retail,57.290001,841.59998,1.7730483,1.3134042,1.8921371
2020,uk,europe,retail,57.290001,841.59998,1.590027,-2.0467496,1.6147968
2020,uk,europe,retail,91.269997,854.34998,1.590027,-2.0467496,1.6147968
2021,uk,europe,retail,91.269997,854.34998,1.1152753,1.1984578,-0.006669534
2021,uk,europe,retail,91.610001,415.91,1.1152753,1.1984578,-0.006669534
2022,uk,europe,retail,91.610001,415.91,0.60962379,1.1902624,2.0523012
2022,uk,europe,retail,88.860001,837.67999,0.60962379,1.1902624,2.0523012
2011,uk,europe,materials,48.139999,,0.27858657,1.3688967,
2012,uk,europe,materials,64.900002,453.01001,0.90707868,-0.54754657,
2013,uk,europe,materials,65.080002,,0.60919744,0.56638968,
2014,uk,europe,materials,61.57,,0.38908225,0.91789532,
2015,uk,europe,materials,61.889999,,0.58051503,0.70610982,
2016,uk,europe,materials,75.769997,,0.54743052,-1.1998078,
2017,uk,europe,materials,73.419998,1281.89,0.43487877,1.0687389,
2018,uk,europe,materials,,,1.1724622,,
2011,uk,europe,services,42.68,50.290001,0.32635638,,
2012,uk,europe,services,42.220001,52.099998,0.42655507,0.63371295,0.45504755
2013,uk,europe,services,46.900002,54.959999,0.039177228,-0.58216882,0.07680548
2014,uk,europe,services,44.849998,40.779999,0.20009221,0.49365738,-0.083878085
2015,uk,europe,services,47.380001,38.459999,0.1282838,0.18924005,0.098450601
2016,uk,europe,services,46.810001,41.049999,0.051859073,0.40496212,0.10187068
2017,uk,europe,services,48.23,36.709999,0.60840905,0.68792886,0.58445197
2018,uk,europe,services,46.040001,39.380001,0.17737454,0.69629043,0.17823043
2019,uk,europe,services,41.700001,34.779999,0.57424164,1.3833836,0.47100446
2020,uk,europe,services,41.880001,23.24,-0.19380829,0.09037327,-0.24641636
2021,uk,europe,services,,,0.3655999,,
2013,uk,europe,services,,,0.24653952,,
2011,uk,europe,services,33.849998,,-0.76070529,,
2012,uk,europe,services,33.720001,4.4200001,-0.50795668,-0.33756694,
2013,uk,europe,services,35.200001,4.1700001,-0.16818507,-0.31331345,-0.18278179
2014,uk,europe,services,29.040001,4.96,,0.66080594,-0.076746501
2015,uk,europe,services,30.690001,2.77,,0.14730556,-0.028582538
2016,uk,europe,services,35.73,3.01,,-0.31873286,0.048532095
2017,uk,europe,services,38.77,2.3399999,,-0.075998172,-0.013541284
2018,uk,europe,services,36.259998,2.4400001,,0.55163825,-0.015808202
2019,uk,europe,services,39.529999,2.3900001,,0.012513698,-0.091787972
2020,uk,europe,services,44.82,3.05,,-0.35637978,-0.049132466
2021,uk,europe,services,67.760002,2.27,,-2.7364931,-0.10721083
2022,uk,europe,services,78.230003,1.12,,-2.0219681,-0.047833081
2011,uk,europe,services,33.82,6.9299998,,-0.187911,0.33635953
2012,uk,europe,services,33.82,6.9299998,,-0.090329893,0.026333563
2012,uk,europe,services,36.029999,8.1199999,,-0.090329893,0.026333563
2013,uk,europe,services,36.029999,8.1199999,,1.6406878,-0.025847763
2013,uk,europe,services,25.51,7.1999998,,1.6406878,-0.025847763
2014,uk,europe,services,25.51,7.1999998,,0.003167969,-0.072732143
2014,uk,europe,services,26.709999,8.2799997,,0.003167969,-0.072732143
2015,uk,europe,services,26.709999,8.2799997,,0.25720468,-0.010495977
2015,uk,europe,services,27.24,7.9699998,,0.25720468,-0.010495977
2016,uk,europe,services,27.24,7.9699998,,-0.73788178,0.048506908
2016,uk,europe,services,35.779999,8.1700001,,-0.73788178,0.048506908
2017,uk,europe,services,35.779999,8.1700001,,0.23023789,-0.016946994
2017,uk,europe,services,35.630001,6.3000002,,0.23023789,-0.016946994
2018,uk,europe,services,35.630001,6.3000002,,0.081254967,-0.026506945
2018,uk,europe,services,37.720001,4.75,,0.081254967,-0.026506945
2019,uk,europe,services,37.720001,4.75,,0.58302933,-0.086755358
2019,uk,europe,services,35.540001,6.6999998,,0.58302933,-0.086755358
2020,uk,europe,services,35.540001,6.6999998,,1.2682141,-0.042941876
2020,uk,europe,services,27.870001,29.09,,1.2682141,-0.042941876
2021,uk,europe,services,27.870001,29.09,-0.5955717,-1.0561411,-0.69108796
2021,uk,europe,services,33.310001,50.09,-0.5955717,-1.0561411,-0.69108796
2022,uk,europe,services,33.310001,50.09,,0.16218686,-0.04763503
2011,uk,europe,power generation,76.790001,2388.75,0.65283948,0.15312408,1.7515103
2012,uk,europe,power generation,76.75,2462.79,0.64026994,0.61371255,0.58349198
2013,uk,europe,power generation,80.610001,2645.6399,0.87928087,0.48376825,0.99360508
2014,uk,europe,power generation,76.040001,3328.75,0.90681171,1.4649827,1.2990224
2015,uk,europe,power generation,76.639999,3628.3301,0.47639278,0.69364804,0.82322103
2016,uk,europe,power generation,75.239998,4249,0.77916503,1.0391468,1.8512405
2017,uk,europe,power generation,69.209999,3393.51,1.161926,1.949908,-0.095857456
2018,uk,europe,power generation,64.470001,3859.3201,1.0031289,1.7749032,2.1132262
2019,uk,europe,power generation,60.080002,5901.4102,-0.005034485,0.76805788,2.4264843
2020,uk,europe,power generation,61.560001,5719.4702,0.32314122,0.36654988,0.18850617
2021,uk,europe,power generation,70.919998,938.17999,1.134813,-0.046197403,-0.89094937
2022,uk,europe,power generation,67.870003,647.33002,0.98901194,1.6389351,1.2135497
2011,uk,europe,transportation services,11.43,,,,
2012,uk,europe,transportation services,11.43,,0.18492502,-2.4937801,
2012,uk,europe,transportation services,34.580002,,0.18492502,-2.4937801,
2013,uk,europe,transportation services,34.580002,,-0.2403062,-1.1808567,
2013,uk,europe,transportation services,41.790001,,-0.2403062,-1.1808567,
2014,uk,europe,transportation services,41.790001,,-0.56842583,1.3379408,
2014,uk,europe,transportation services,20.51,,-0.56842583,1.3379408,
2015,uk,europe,transportation services,20.51,,,-3.1284409,
2015,uk,europe,transportation services,48.439999,,,-3.1284409,
2016,uk,europe,transportation services,48.439999,,,3.1056743,
2016,uk,europe,transportation services,24.559999,,,3.1056743,
2017,uk,europe,transportation services,24.559999,,,0.18041219,
2017,uk,europe,transportation services,24.77,,,0.18041219,
2018,uk,europe,transportation services,24.77,,,0.19264424,
2018,uk,europe,transportation services,24.559999,,,0.19264424,
2019,uk,europe,transportation services,24.559999,,,-1.7004745,
2019,uk,europe,transportation services,42.84,,,-1.7004745,
2020,uk,europe,transportation services,42.84,,,-1.4307559,
2020,uk,europe,transportation services,56.689999,,,-1.4307559,
2021,uk,europe,transportation services,56.689999,,,-0.80588222,
2021,uk,europe,transportation services,65.019997,993.15997,,-0.80588222,
2022,uk,europe,transportation services,65.019997,993.15997,,1.1042072,0.2442463
2022,uk,europe,transportation services,58.18,958.13,,1.1042072,0.2442463
2011,uk,europe,infrastructure,71.580002,79.209999,0.97626084,0.38178721,1.0599802
2011,uk,europe,infrastructure,72.18,51.360001,0.97626084,0.38178721,1.0599802
2012,uk,europe,infrastructure,72.18,51.360001,0.83193952,1.0709715,0.70999932
2012,uk,europe,infrastructure,73.260002,0.66000003,0.83193952,1.0709715,0.70999932
2013,uk,europe,infrastructure,73.260002,0.66000003,0.10511922,0.10932789,0.036422174
2013,uk,europe,infrastructure,73.519997,0.52999997,0.10511922,0.10932789,0.036422174
2014,uk,europe,infrastructure,73.519997,0.52999997,0.24546593,0.26603064,0.044536531
2014,uk,europe,infrastructure,73.68,0.75,0.24546593,0.26603064,0.044536531
2015,uk,europe,infrastructure,73.68,0.75,0.1312966,0.52946663,0.06472864
2015,uk,europe,infrastructure,71.110001,66.510002,0.1312966,0.52946663,0.06472864
2016,uk,europe,infrastructure,71.110001,66.510002,0.033703633,0.059497263,-0.002763161
2016,uk,europe,infrastructure,71.400002,85.050003,0.033703633,0.059497263,-0.002763161
2017,uk,europe,infrastructure,71.400002,85.050003,0.019896649,0.46612328,-0.13648073
2017,uk,europe,infrastructure,69.580002,81.32,0.019896649,0.46612328,-0.13648073
2018,uk,europe,infrastructure,69.580002,81.32,0.19813114,0.84799784,0.093812816
2018,uk,europe,infrastructure,66.019997,102.04,0.19813114,0.84799784,0.093812816
2019,uk,europe,infrastructure,66.019997,102.04,0.44524679,1.0731401,0.46505803
2019,uk,europe,infrastructure,64.029999,90.699997,0.44524679,1.0731401,0.46505803
2020,uk,europe,infrastructure,64.029999,90.699997,0.02302824,-0.41175783,0.051147848
2020,uk,europe,infrastructure,70.43,68.910004,0.02302824,-0.41175783,0.051147848
2021,uk,europe,infrastructure,70.43,68.910004,0.33365583,1.246453,0.40903866
2021,uk,europe,infrastructure,63.630001,308.20001,0.33365583,1.246453,0.40903866
2022,uk,europe,infrastructure,63.630001,308.20001,0.18131885,0.49439523,0.40304726
2011,uk,europe,fossil fuels,,,,,
2012,uk,europe,fossil fuels,,,-1.678553,,
2013,uk,europe,fossil fuels,20.950001,,,,
2014,uk,europe,fossil fuels,23.389999,,-0.084919266,-0.30428025,
2011,uk,europe,services,27.049999,,,-0.35593116,
2011,uk,europe,services,21.73,,,-0.35593116,
2012,uk,europe,services,21.73,,,0.19601603,
2012,uk,europe,services,21.370001,,,0.19601603,
2013,uk,europe,services,21.370001,,,-0.69873142,
2013,uk,europe,services,26.57,,,-0.69873142,
2014,uk,europe,services,26.57,,,0.029973865,
2014,uk,europe,services,27.469999,,,0.029973865,
2015,uk,europe,services,27.469999,,,0.18361153,
2015,uk,europe,services,28.75,,,0.18361153,
2016,uk,europe,services,28.75,,,0.41657418,
2016,uk,europe,services,27.65,,,0.41657418,
2017,uk,europe,services,27.65,,,0.25135761,
2017,uk,europe,services,27.280001,,,0.25135761,
2018,uk,europe,services,27.280001,,,0.45244873,
2018,uk,europe,services,25.74,,,0.45244873,
2019,uk,europe,services,25.74,,,0.38832125,
2019,uk,europe,services,25.42,25.75,,0.38832125,
2020,uk,europe,services,25.42,25.75,-0.41938257,-0.71935284,-0.47106478
2020,uk,europe,services,30.26,17.459999,-0.41938257,-0.71935284,-0.47106478
2021,uk,europe,services,30.26,17.459999,0.54035836,1.2333572,0.43444157
2021,uk,europe,services,26.83,19.09,0.54035836,1.2333572,0.43444157
2022,uk,europe,services,26.83,19.09,-0.64170641,-0.47951958,-0.68934149
2011,uk,europe,manufacturing,47.720001,,0.27858657,0.34874454,
2012,uk,europe,manufacturing,46.029999,60.950001,0.90707868,1.1688222,
2013,uk,europe,manufacturing,45.540001,,0.60919744,0.72777706,
2014,uk,europe,manufacturing,34.759998,,-0.31638175,0.79151857,
2015,uk,europe,manufacturing,33.009998,,-0.13866264,0.36461571,
2016,uk,europe,manufacturing,29.200001,,-0.60030532,0.064720832,
2017,uk,europe,manufacturing,28.27,,,0.38672128,
2018,uk,europe,manufacturing,36.23,,-0.51410413,-1.1355784,
2019,uk,europe,manufacturing,43.310001,,0.33644441,-0.10671061,
2020,uk,europe,manufacturing,40.5,,-0.015652059,0.72729194,
2021,uk,europe,manufacturing,36.650002,1106.04,1.946575,2.734865,
2022,uk,europe,manufacturing,37.380001,510.75,1.5707465,1.7506202,1.4914622
2011,uk,europe,retail,26.49,26.290001,0.32635638,0.17099071,0.48418647
2012,uk,europe,retail,23.4,22.6,1.1741644,1.6847191,1.0811352
2013,uk,europe,retail,23.4,,0.039177228,0.079555519,
2014,uk,europe,retail,27.459999,21.629999,0.38845548,0.018370291,
2015,uk,europe,retail,21.129999,23.540001,-0.05507385,0.65630704,-0.24671739
2016,uk,europe,retail,22.700001,18.76,0.23502798,0.1902474,0.10877512
2017,uk,europe,retail,26.370001,15.95,0.011120684,-0.11220787,0.055774711
2018,uk,europe,retail,23.370001,16.84,0.3096078,1.0642929,0.1954571
2019,uk,europe,retail,18.049999,15.54,0.3825745,1.2951735,0.17535719
2020,uk,europe,retail,20.57,13.22,0.26611888,0.31858787,0.23889913
2021,uk,europe,retail,26.389999,536.64001,0.57248235,0.030853119,1.3317145
2022,uk,europe,retail,25.809999,574.85999,0.13468432,0.38198033,0.2107334
2011,uk,europe,manufacturing,54.189999,171.71001,0.90625632,-0.60590124,1.0033122
2012,uk,europe,manufacturing,52.18,183.36,1.0229387,1.31786,0.87121493
2013,uk,europe,manufacturing,53.66,182.03999,1.1387724,0.93819404,1.1033455
2014,uk,europe,manufacturing,50.439999,211.78999,-0.12453716,0.26751831,-0.30387199
